Order_ID,Customer_Age,Customer_Type,Restaurant_Type,Cuisine_Type,Delivery_Distance_KM,Delivery_Time_Min,Order_Value_USD,Item_Count,Weather_Condition,Traffic_Level,Customer_Rating,Complaint_Flag,Refund_Flag,Revenue_USD,Profit_USD,City,Month,Quarter,Demand_Score,Churn_Risk
ORD0052377,64,New,Cafe,Indian,14.59,80,298.11,7,Stormy,High,4.4,1,0,201.31,57.41,New York,4,2,29.51,71.6
ORD0110794,57,Returning,Cloud Kitchen,Mexican,7.65,107,230.94,1,Stormy,Medium,4.4,0,0,376.88,117.68,Sydney,5,2,64.58,8.37
ORD0093653,46,Premium,Restaurant,Indian,17.04,53,40.74,4,Cloudy,High,3.6,0,0,67.07,197.62,Sydney,6,2,71.44,82.73
ORD0051802,19,New,Cloud Kitchen,Indian,3.43,41,141.83,6,Rainy,Medium,2.3,0,0,321.83,106.37,New York,11,4,19.98,18.63
ORD0100119,44,New,Fast Food,Mexican,21.04,35,209.32,9,Stormy,Medium,3.6,1,0,383.01,102.06,Singapore,4,2,50.58,9.39
ORD0094115,22,Returning,Fast Food,Chinese,16.12,89,8.4,13,Cloudy,High,1.2,0,0,103.37,94.46,Mumbai,12,4,36.52,96.43
ORD0043707,45,Returning,Fast Food,Chinese,20.26,30,85.21,10,Sunny,High,3.9,0,0,270.86,175.52,Singapore,4,2,17.95,72.48
ORD0049673,27,Premium,Cafe,Mexican,0.85,84,207.02,1,Stormy,Medium,1.2,0,0,412.61,74.86,New York,8,3,50.21,16.49
ORD0079176,40,New,Cafe,Indian,20.8,71,227.82,1,Rainy,Low,4.8,0,0,472.92,36.08,Singapore,4,2,59.26,79.72
ORD0066757,36,New,Cloud Kitchen,Mexican,7.2,70,66.2,2,Rainy,Low,3.2,0,0,329.99,85.92,New York,6,2,80.57,45.28
ORD0122709,53,New,Restaurant,Italian,15.95,75,204.86,13,Rainy,High,1.8,1,0,446.77,91.26,London,7,3,3.62,44.77
ORD0083511,27,New,Fast Food,Mexican,15.61,105,149.38,4,Cloudy,Medium,3.9,0,0,285.39,75.44,London,2,1,22.61,91.55
ORD0138474,27,New,Restaurant,Mexican,24.11,115,43.01,14,Stormy,Medium,2.2,0,0,295.25,36.73,Sydney,12,4,10.74,28.05
ORD0145577,68,Returning,Fast Food,Mexican,1.08,55,231.11,8,Stormy,Low,1.2,0,0,410.55,-1.83,London,1,1,40.31,95.87
ORD0059829,38,Premium,Restaurant,Mexican,14.18,57,28.26,9,Cloudy,Medium,4.9,0,0,364.27,159.95,Mumbai,7,3,16.24,12.07
ORD0007447,68,Premium,Cafe,Chinese,23.23,82,21.63,1,Stormy,Medium,3.0,1,0,475.52,-5.78,Singapore,6,2,68.64,11.03
ORD0094556,23,Premium,Cafe,Indian,4.69,70,108.52,13,Cloudy,Low,1.4,0,0,249.98,-16.62,Sydney,3,1,10.05,33.9
ORD0096089,35,Returning,Cloud Kitchen,Italian,24.91,18,64.56,8,Rainy,High,3.4,0,0,331.29,-8.95,Sydney,1,1,73.36,63.28
ORD0050312,74,New,Cloud Kitchen,Italian,21.79,103,269.32,11,Rainy,High,4.7,0,0,157.09,182.17,New York,11,4,52.22,41.69
ORD0078989,57,Premium,Cafe,Chinese,2.94,48,203.2,11,Cloudy,Medium,1.5,0,0,240.76,58.4,London,6,2,10.63,52.51
ORD0129360,26,New,Restaurant,Indian,14.57,103,153.03,11,Stormy,Medium,4.2,0,0,485.4,69.49,Singapore,9,3,20.22,44.86
ORD0076593,47,Premium,Cloud Kitchen,Chinese,14.83,117,248.73,8,Sunny,Low,5.0,0,1,435.27,45.55,Sydney,7,3,15.82,41.99
ORD0114846,51,New,Restaurant,Italian,8.39,59,297.96,8,Rainy,High,4.7,0,0,358.9,196.56,Mumbai,10,4,2.7,95.67
ORD0069748,38,New,Cafe,Italian,16.71,59,102.89,9,Rainy,Low,1.9,0,0,211.92,78.73,Singapore,6,2,71.7,2.05
ORD0077448,35,New,Fast Food,Italian,10.17,71,280.32,13,Sunny,High,1.1,0,0,11.21,171.34,London,3,1,76.54,44.55
ORD0101875,27,New,Fast Food,Indian,5.82,75,166.9,7,Rainy,Medium,4.3,0,0,56.64,134.12,Sydney,6,2,56.1,13.85
ORD0093142,74,Returning,Fast Food,Chinese,12.6,54,91.59,2,Sunny,Medium,4.2,0,0,454.16,180.92,Singapore,11,4,51.05,71.09
ORD0098825,61,New,Cloud Kitchen,Chinese,16.03,91,171.4,14,Sunny,Medium,2.3,0,0,332.64,115.38,Singapore,7,3,86.72,17.71
ORD0017525,25,Returning,Cloud Kitchen,Chinese,7.49,58,117.54,10,Rainy,Low,4.4,0,0,90.01,60.71,London,12,4,89.05,67.09
ORD0009771,24,Returning,Fast Food,Mexican,4.01,100,251.93,13,Rainy,High,3.0,0,0,152.88,17.46,New York,4,2,73.24,97.85
ORD0000437,38,Returning,Restaurant,Italian,18.28,23,243.85,6,Stormy,High,2.4,0,0,106.98,40.55,Sydney,12,4,0.23,23.89
ORD0009999,20,Returning,Fast Food,Chinese,3.88,105,272.35,7,Cloudy,High,4.9,0,0,408.16,110.41,Sydney,6,2,73.07,67.82
ORD0010037,55,Returning,Fast Food,Chinese,21.12,115,88.18,13,Stormy,High,4.2,0,0,122.46,-3.89,Mumbai,7,3,51.4,28.89
ORD0077792,57,New,Restaurant,Mexican,12.21,97,52.3,4,Stormy,High,4.5,0,0,58.69,167.08,London,4,2,38.08,67.73
ORD0029062,38,Premium,Restaurant,Chinese,12.85,43,176.57,11,Stormy,High,2.8,0,0,496.36,177.63,Mumbai,5,2,67.42,47.89
ORD0000439,69,New,Cafe,Italian,6.67,10,180.24,11,Cloudy,Low,3.4,0,0,20.86,35.93,Singapore,12,4,18.18,31.02
ORD0079366,19,Premium,Cafe,Mexican,5.77,50,7.59,4,Rainy,Medium,2.7,0,0,14.9,62.07,Sydney,1,1,52.17,25.43
ORD0051289,32,Premium,Restaurant,Indian,24.22,55,152.29,3,Rainy,Medium,4.9,0,0,421.92,100.61,London,6,2,44.27,93.19
ORD0111651,31,Returning,Cafe,Chinese,11.89,91,241.47,5,Stormy,High,2.5,0,0,109.75,-16.19,Mumbai,1,1,17.47,17.42
ORD0031399,21,Returning,Cloud Kitchen,Indian,24.84,43,79.29,2,Stormy,Low,2.4,0,0,125.38,162.29,Mumbai,8,3,2.96,18.45
ORD0008955,61,New,Fast Food,Indian,1.22,99,135.89,2,Rainy,High,4.5,0,0,16.52,40.3,Mumbai,9,3,14.14,71.0
ORD0060762,40,Premium,Cafe,Chinese,12.54,67,212.2,6,Sunny,Low,1.9,0,0,344.88,4.14,Sydney,1,1,92.64,71.7
ORD0038140,65,New,Fast Food,Mexican,12.28,75,254.09,2,Stormy,Medium,1.3,0,0,202.47,166.62,Singapore,1,1,28.87,4.74
ORD0113450,40,Premium,Cafe,Italian,4.67,113,92.65,11,Rainy,Low,2.1,0,0,462.78,54.03,New York,10,4,93.24,24.38
ORD0022385,33,New,Fast Food,Italian,12.07,73,36.91,7,Stormy,Low,3.3,0,0,211.65,19.68,Singapore,1,1,42.55,32.58
ORD0147337,41,Returning,Fast Food,Mexican,13.27,72,271.71,7,Rainy,Medium,2.1,0,0,87.84,41.61,Sydney,5,2,28.11,8.26
ORD0146943,46,New,Cloud Kitchen,Indian,23.79,86,52.25,8,Rainy,High,5.0,0,0,20.87,89.06,London,11,4,43.3,51.5
ORD0034740,50,New,Fast Food,Italian,0.52,42,235.8,9,Rainy,Medium,2.0,0,1,52.02,95.98,Mumbai,4,2,54.14,46.17
ORD0032719,54,New,Cafe,Indian,6.92,15,168.46,13,Stormy,Low,2.9,0,0,32.67,39.96,Singapore,10,4,82.15,60.22
ORD0045367,58,Premium,Restaurant,Indian,12.84,14,33.36,14,Rainy,Medium,4.3,0,0,40.16,31.91,London,4,2,56.77,54.66
ORD0030911,58,Returning,Cloud Kitchen,Italian,2.34,44,135.97,9,Cloudy,High,1.3,0,0,370.13,-5.0,New York,11,4,26.0,73.79
ORD0032763,42,New,Cloud Kitchen,Chinese,1.2,45,281.41,12,Cloudy,Low,3.0,0,0,296.43,165.25,Sydney,4,2,19.7,69.11
ORD0090039,24,Premium,Restaurant,Mexican,11.4,96,137.03,12,Rainy,Medium,1.9,0,0,86.56,31.59,New York,6,2,7.39,66.38
ORD0102312,62,New,Cloud Kitchen,Italian,24.39,102,234.51,3,Stormy,Low,1.9,0,0,77.79,146.78,Singapore,11,4,20.94,35.48
ORD0080970,34,Premium,Restaurant,Chinese,10.08,71,86.29,2,Cloudy,High,4.6,0,0,237.66,-7.1,Singapore,6,2,66.83,34.1
ORD0110375,52,New,Cafe,Mexican,4.64,29,80.93,2,Stormy,Medium,2.4,0,0,180.43,77.27,Sydney,8,3,43.16,77.76
ORD0081251,63,New,Cloud Kitchen,Mexican,16.17,19,203.52,1,Cloudy,Low,3.4,0,1,180.59,188.8,New York,3,1,61.29,20.28
ORD0076075,54,Returning,Restaurant,Mexican,20.96,116,253.23,4,Cloudy,Medium,4.8,0,1,83.96,168.37,Sydney,4,2,1.07,15.16
ORD0143226,52,New,Restaurant,Italian,21.42,73,131.5,7,Stormy,High,4.8,0,0,51.96,10.48,Singapore,8,3,86.29,27.99
ORD0060203,45,Premium,Fast Food,Italian,6.12,43,55.37,7,Cloudy,Low,5.0,0,0,289.09,18.71,Mumbai,8,3,98.82,99.83
ORD0086899,34,Returning,Cafe,Mexican,12.58,85,287.97,10,Stormy,Medium,2.7,0,0,462.2,-15.15,Singapore,2,1,90.63,62.86
ORD0096316,56,Returning,Restaurant,Mexican,4.47,17,7.44,2,Stormy,Low,2.0,0,0,53.37,-14.39,Sydney,8,3,6.76,80.78
ORD0061524,34,New,Cloud Kitchen,Chinese,14.3,59,223.71,7,Stormy,Low,3.5,0,1,45.71,86.32,New York,3,1,2.76,63.42
ORD0104034,63,Returning,Fast Food,Italian,14.56,56,83.86,4,Stormy,Low,2.6,0,0,254.05,112.12,New York,9,3,22.81,17.41
ORD0001944,66,New,Cafe,Chinese,24.04,31,7.88,3,Sunny,Medium,2.4,0,0,279.12,119.16,Singapore,10,4,1.66,98.5
ORD0010057,37,New,Cafe,Chinese,18.27,115,235.14,7,Cloudy,Medium,4.6,0,0,388.05,126.1,London,5,2,50.5,31.94
ORD0114455,63,New,Cafe,Mexican,4.35,88,173.04,5,Stormy,Low,3.0,0,0,190.04,171.01,London,12,4,40.69,38.28
ORD0087218,25,Premium,Restaurant,Chinese,20.26,104,91.92,12,Cloudy,Medium,1.8,0,0,378.61,-6.95,Mumbai,2,1,65.32,11.86
ORD0104973,64,Returning,Cafe,Indian,19.82,103,297.22,5,Stormy,Low,1.7,0,0,14.62,-3.79,Mumbai,1,1,86.93,59.01
ORD0129219,31,New,Cafe,Indian,23.41,110,208.12,7,Stormy,Low,3.7,0,0,499.21,42.52,Sydney,6,2,57.61,36.93
ORD0101456,73,Returning,Cloud Kitchen,Indian,16.78,37,53.19,11,Cloudy,Low,3.3,0,0,262.5,179.01,Singapore,10,4,63.07,56.98
ORD0014166,40,New,Fast Food,Chinese,20.58,110,191.83,3,Sunny,Low,3.3,0,0,105.68,151.04,New York,7,3,94.02,4.79
ORD0057051,34,Premium,Fast Food,Chinese,10.02,96,82.62,14,Rainy,Medium,2.4,0,0,450.02,154.15,Mumbai,8,3,24.12,54.65
ORD0045990,51,New,Cafe,Indian,22.44,16,91.69,13,Sunny,Medium,4.1,0,0,333.92,199.06,Sydney,9,3,67.87,60.75
ORD0046913,53,Premium,Cafe,Mexican,5.11,112,278.25,5,Stormy,High,3.9,0,0,435.03,69.13,Singapore,9,3,24.31,92.08
ORD0128205,46,New,Cafe,Indian,4.41,114,112.07,10,Stormy,Low,2.1,0,0,433.18,8.38,Sydney,2,1,79.96,8.45
ORD0144169,53,New,Cloud Kitchen,Chinese,20.57,21,140.33,1,Sunny,Low,2.4,0,0,101.74,104.79,Singapore,6,2,85.86,60.72
ORD0114892,47,New,Cloud Kitchen,Mexican,24.85,119,21.12,14,Sunny,High,1.3,0,0,118.71,180.89,New York,6,2,27.92,35.65
ORD0015986,41,Returning,Cafe,Indian,19.84,106,261.31,12,Sunny,Medium,2.4,0,0,481.08,17.98,Sydney,4,2,74.81,74.04
ORD0094613,60,New,Restaurant,Mexican,12.97,52,263.01,6,Rainy,High,1.4,0,0,218.05,134.21,London,1,1,39.91,85.39
ORD0105086,22,Returning,Fast Food,Indian,17.32,119,70.77,10,Rainy,Medium,3.9,0,0,398.07,96.61,London,10,4,26.74,76.67
ORD0025027,26,New,Cloud Kitchen,Indian,21.67,85,47.97,10,Stormy,High,4.0,0,0,41.2,87.31,London,9,3,67.57,2.72
ORD0104089,29,Premium,Restaurant,Mexican,15.82,84,18.99,11,Rainy,High,1.5,0,0,44.73,161.81,Mumbai,4,2,4.42,65.42
ORD0148037,37,Returning,Restaurant,Indian,9.72,52,23.34,4,Rainy,Low,3.0,0,0,40.83,161.73,Sydney,12,4,10.15,69.84
ORD0074215,68,Returning,Cafe,Mexican,23.75,99,88.68,7,Stormy,High,2.9,0,0,274.71,185.19,Sydney,12,4,7.74,0.12
ORD0035013,26,Premium,Cloud Kitchen,Mexican,3.05,44,201.12,12,Sunny,Medium,1.4,0,0,162.16,49.71,New York,11,4,32.45,30.02
ORD0088607,53,Premium,Cafe,Indian,20.45,30,226.29,9,Rainy,Medium,4.8,0,0,364.44,110.01,Sydney,5,2,10.31,18.48
ORD0064242,67,Returning,Fast Food,Indian,22.35,118,21.16,2,Stormy,Low,1.7,0,0,447.42,142.33,Singapore,6,2,78.44,20.86
ORD0066725,62,New,Fast Food,Mexican,4.98,82,278.47,10,Sunny,High,4.4,0,0,336.84,121.55,Sydney,9,3,57.57,34.03
ORD0145097,44,Returning,Fast Food,Indian,2.38,39,30.78,14,Cloudy,Medium,4.7,0,0,49.93,120.42,Sydney,4,2,86.78,56.7
ORD0015548,33,Returning,Cafe,Chinese,24.3,52,202.36,2,Rainy,High,4.9,0,0,222.61,169.35,Sydney,8,3,1.3,99.8
ORD0070190,21,Premium,Cafe,Chinese,5.6,102,151.59,7,Rainy,High,4.4,0,0,355.1,104.49,Mumbai,9,3,18.31,40.27
ORD0049101,39,New,Cafe,Chinese,11.58,85,188.17,5,Sunny,High,3.4,0,0,53.05,114.71,London,4,2,96.43,79.16
ORD0042861,21,Returning,Fast Food,Chinese,4.39,96,265.43,3,Sunny,Low,3.0,0,0,404.07,95.31,Mumbai,10,4,48.86,27.33
ORD0120583,45,New,Fast Food,Chinese,3.09,52,243.06,3,Rainy,Low,3.5,1,1,304.4,154.46,Singapore,9,3,69.91,90.35
ORD0008839,69,New,Fast Food,Mexican,16.43,54,37.46,6,Rainy,Low,2.2,0,0,449.45,31.59,Singapore,5,2,90.7,54.15
ORD0053300,66,Returning,Fast Food,Indian,14.78,68,293.31,7,Stormy,High,4.1,0,0,432.49,96.99,London,4,2,41.67,79.98
ORD0125122,61,Premium,Fast Food,Mexican,5.15,39,147.85,12,Sunny,High,2.7,0,0,419.33,59.52,London,1,1,90.2,59.08
ORD0053227,73,Returning,Fast Food,Mexican,16.45,24,298.57,4,Cloudy,Medium,3.9,1,0,139.62,199.25,New York,2,1,70.35,31.51
ORD0066499,64,New,Restaurant,Indian,13.94,115,239.79,3,Cloudy,High,3.2,0,0,209.39,-18.61,London,5,2,57.84,79.87
ORD0040238,56,Premium,Fast Food,Mexican,10.76,88,227.13,14,Sunny,High,1.5,0,0,317.97,56.22,London,12,4,76.15,66.55
ORD0080266,63,Premium,Cloud Kitchen,Chinese,16.77,99,76.63,13,Cloudy,Medium,2.3,0,0,91.84,153.3,London,11,4,62.66,49.13
ORD0008668,33,Returning,Restaurant,Indian,24.31,18,19.8,2,Sunny,Medium,4.0,1,0,40.46,-16.71,New York,10,4,53.68,5.76
ORD0050876,65,Premium,Cafe,Indian,11.6,19,260.92,13,Cloudy,Medium,2.0,0,1,407.78,90.3,Mumbai,12,4,27.89,14.55
ORD0092102,35,Premium,Cafe,Italian,9.27,83,234.18,2,Stormy,Medium,3.2,0,0,266.45,48.62,Mumbai,3,1,66.05,25.69
ORD0054443,59,New,Cloud Kitchen,Chinese,9.21,23,250.07,1,Stormy,High,2.2,0,0,380.13,148.19,London,2,1,66.38,12.63
ORD0143888,39,Premium,Restaurant,Indian,6.06,23,172.81,1,Stormy,High,3.3,0,0,403.86,29.87,Sydney,7,3,58.46,63.26
ORD0032907,56,Premium,Cloud Kitchen,Italian,9.9,97,196.27,8,Rainy,Low,4.4,0,0,164.29,50.13,Sydney,1,1,88.35,62.38
ORD0083498,27,New,Cafe,Indian,24.14,72,155.1,12,Cloudy,High,3.4,0,0,349.36,-1.66,London,7,3,66.57,95.3
ORD0090550,31,New,Cafe,Indian,17.06,69,187.34,1,Rainy,High,4.6,0,0,404.36,11.92,New York,6,2,60.68,7.52
ORD0148954,67,Returning,Cloud Kitchen,Italian,24.13,99,11.43,3,Rainy,Low,3.1,1,0,42.36,184.33,Singapore,7,3,99.77,92.15
ORD0081191,72,Returning,Cloud Kitchen,Chinese,4.32,37,207.68,6,Stormy,Low,1.5,1,0,32.96,3.87,Singapore,11,4,63.81,80.82
ORD0004251,33,New,Cafe,Italian,21.26,76,236.47,3,Sunny,Low,3.2,0,0,10.08,35.17,Sydney,7,3,77.53,61.62
ORD0106286,71,Premium,Cloud Kitchen,Indian,3.04,34,113.9,8,Cloudy,High,3.1,0,0,322.49,47.24,New York,9,3,39.39,39.98
ORD0076746,67,Premium,Cafe,Italian,15.22,15,218.79,8,Stormy,Low,1.2,0,0,220.09,23.12,Mumbai,5,2,64.4,66.57
ORD0039941,58,New,Cloud Kitchen,Mexican,13.54,87,293.98,2,Cloudy,Medium,3.9,0,0,371.96,17.52,Singapore,3,1,77.63,54.33
ORD0004060,34,Returning,Cafe,Mexican,14.5,37,23.23,14,Cloudy,Low,3.5,0,1,485.58,27.14,Mumbai,10,4,30.26,83.41
ORD0132515,35,Returning,Cloud Kitchen,Mexican,13.8,37,46.64,5,Cloudy,Medium,3.6,0,0,96.92,61.38,Sydney,11,4,47.69,19.13
ORD0143952,37,Premium,Cafe,Indian,20.73,94,74.13,9,Sunny,High,4.5,1,0,216.05,17.2,Sydney,2,1,44.47,70.3
ORD0093880,19,Returning,Cafe,Indian,12.96,10,160.74,7,Stormy,High,4.5,0,0,173.91,32.37,New York,5,2,13.12,47.21
ORD0108563,67,Returning,Cafe,Chinese,10.5,44,242.44,1,Cloudy,Medium,2.3,0,1,131.58,173.26,New York,6,2,68.94,25.81
ORD0081788,19,New,Fast Food,Indian,13.12,61,15.5,13,Sunny,Medium,4.0,0,0,212.96,140.26,Singapore,1,1,53.86,80.27
ORD0100086,28,Returning,Cafe,Indian,7.89,67,88.97,10,Rainy,Low,2.7,0,0,122.85,135.24,Singapore,7,3,0.52,54.38
ORD0062998,56,Returning,Restaurant,Mexican,4.08,83,266.17,5,Cloudy,High,2.3,0,0,222.71,127.74,Sydney,8,3,19.54,30.81
ORD0146702,36,Returning,Fast Food,Mexican,17.3,45,40.52,2,Stormy,Low,4.4,0,0,124.12,161.21,Singapore,11,4,47.65,39.38
ORD0083380,56,Returning,Cafe,Indian,12.33,19,271.49,3,Rainy,Low,2.0,0,0,182.11,76.17,London,5,2,99.86,23.57
ORD0074184,46,New,Restaurant,Mexican,13.81,26,112.97,12,Stormy,High,4.8,0,0,463.13,-4.37,Singapore,6,2,51.62,10.19
ORD0032497,56,New,Cloud Kitchen,Indian,9.98,107,255.01,3,Cloudy,Low,1.2,0,0,358.89,157.72,Singapore,12,4,69.98,47.32
ORD0064531,71,New,Fast Food,Indian,24.72,90,263.84,12,Rainy,High,2.8,0,0,88.44,159.14,Singapore,4,2,48.18,38.4
ORD0088304,71,Premium,Cafe,Chinese,12.33,27,102.58,7,Stormy,High,5.0,0,0,340.07,176.26,Mumbai,3,1,25.3,28.9
ORD0047229,60,Premium,Cloud Kitchen,Chinese,19.74,64,226.14,6,Cloudy,Low,3.4,0,0,353.79,93.3,London,6,2,77.04,26.77
ORD0100620,28,Premium,Cafe,Mexican,21.42,66,207.04,5,Sunny,Medium,1.5,0,0,490.86,167.88,Singapore,5,2,97.83,85.8
ORD0036171,38,New,Cafe,Indian,22.45,21,217.13,11,Sunny,Medium,1.7,0,0,216.2,1.88,London,4,2,18.54,62.51
ORD0089823,28,Returning,Restaurant,Mexican,18.9,59,269.27,1,Stormy,Medium,3.0,0,0,180.45,-18.97,Sydney,7,3,46.58,98.72
ORD0038278,62,Returning,Cafe,Indian,12.64,100,278.13,10,Sunny,High,3.9,0,0,64.51,146.35,New York,10,4,28.32,36.11
ORD0046592,59,New,Cloud Kitchen,Indian,2.55,97,178.62,9,Sunny,High,2.5,0,0,172.0,121.19,Sydney,7,3,2.88,7.65
ORD0117630,74,Premium,Restaurant,Indian,17.93,89,171.12,5,Cloudy,High,4.7,0,0,361.47,138.6,Singapore,6,2,44.6,57.91
ORD0068199,53,New,Cloud Kitchen,Italian,4.2,38,91.57,2,Stormy,High,1.1,0,0,113.41,-11.69,London,7,3,13.76,77.11
ORD0145021,38,Premium,Restaurant,Italian,22.59,38,141.95,6,Cloudy,High,2.3,0,0,121.42,-1.38,Mumbai,11,4,9.53,60.14
ORD0130386,43,New,Cloud Kitchen,Italian,19.71,17,125.09,5,Stormy,Low,2.5,0,0,349.68,149.72,Singapore,3,1,61.98,95.74
ORD0002618,73,New,Restaurant,Mexican,2.71,103,62.76,4,Cloudy,Low,4.6,0,0,273.21,178.18,London,7,3,69.33,12.43
ORD0143212,36,New,Restaurant,Indian,20.96,55,87.13,6,Cloudy,Low,3.1,0,0,393.83,151.37,Singapore,5,2,53.65,16.96
ORD0075731,60,New,Fast Food,Mexican,9.27,36,98.86,5,Cloudy,High,1.6,0,0,379.21,108.42,Sydney,3,1,43.76,36.32
ORD0052172,39,Returning,Cafe,Italian,7.87,105,137.24,4,Cloudy,Medium,4.0,0,0,414.31,143.23,Singapore,5,2,57.82,60.07
ORD0031124,20,New,Cafe,Italian,16.44,54,259.17,3,Rainy,Medium,4.3,0,0,37.44,26.61,Sydney,2,1,93.01,96.11
ORD0022019,62,Premium,Fast Food,Chinese,13.45,94,211.06,3,Rainy,High,4.2,0,0,85.73,117.34,London,12,4,63.89,91.97
ORD0083943,51,Returning,Cloud Kitchen,Mexican,3.75,20,122.28,5,Cloudy,Medium,3.4,0,0,492.74,75.2,Mumbai,3,1,54.21,2.7
ORD0101876,31,New,Restaurant,Mexican,10.87,28,237.15,10,Cloudy,Medium,4.5,0,1,34.43,190.3,New York,5,2,59.44,66.47
ORD0008602,53,New,Cloud Kitchen,Indian,2.42,18,124.14,6,Cloudy,Low,4.9,1,0,312.49,46.33,Sydney,8,3,89.23,67.56
ORD0111971,60,Premium,Cloud Kitchen,Indian,17.69,36,34.33,14,Sunny,Medium,3.6,0,0,129.38,55.98,Singapore,7,3,5.11,58.16
ORD0145050,32,Premium,Cloud Kitchen,Indian,21.83,111,169.75,10,Stormy,Medium,4.7,0,0,204.61,6.83,Singapore,7,3,93.42,70.62
ORD0149920,51,Returning,Cloud Kitchen,Indian,13.27,103,289.3,6,Rainy,Low,1.6,0,0,137.49,50.55,New York,3,1,92.24,52.15
ORD0042189,42,Returning,Restaurant,Italian,20.21,54,211.23,2,Rainy,High,3.8,0,0,312.46,94.88,Singapore,9,3,99.99,95.86
ORD0123122,32,Returning,Cloud Kitchen,Italian,6.75,95,28.32,4,Rainy,High,2.9,0,0,86.67,110.77,London,2,1,45.09,64.34
ORD0051644,32,Returning,Cafe,Mexican,21.69,23,101.69,9,Sunny,Low,3.3,0,0,384.81,3.16,London,10,4,79.38,54.99
ORD0007969,72,New,Fast Food,Italian,9.63,54,6.97,6,Stormy,High,2.5,1,0,297.83,180.43,Sydney,10,4,33.87,88.27
ORD0078560,32,New,Restaurant,Mexican,21.7,36,127.81,2,Cloudy,Medium,3.8,0,1,168.49,-15.94,London,7,3,99.94,93.9
ORD0064988,59,New,Restaurant,Mexican,1.19,22,23.88,4,Stormy,Medium,1.1,0,0,331.94,10.52,London,4,2,26.77,90.93
ORD0074794,61,New,Restaurant,Mexican,8.93,113,262.03,5,Rainy,Low,2.6,0,0,108.01,49.21,Mumbai,3,1,33.45,90.64
ORD0028623,62,Premium,Fast Food,Indian,18.3,85,206.34,11,Cloudy,Low,3.7,0,0,156.31,30.1,London,8,3,65.3,15.08
ORD0057716,63,Premium,Cloud Kitchen,Chinese,7.74,73,281.97,4,Stormy,Medium,4.1,0,0,333.31,82.3,Mumbai,6,2,22.33,26.96
ORD0095248,25,Premium,Restaurant,Chinese,15.4,43,264.69,3,Cloudy,High,2.8,0,0,75.77,174.93,Mumbai,10,4,94.71,95.02
ORD0087354,22,Premium,Cafe,Mexican,18.34,65,251.18,10,Sunny,Medium,2.2,0,0,203.21,-7.24,London,3,1,24.87,24.51
ORD0127948,29,Premium,Restaurant,Chinese,4.48,111,5.94,3,Rainy,Medium,4.6,1,0,255.63,1.73,Singapore,8,3,44.57,78.43
ORD0000788,45,Returning,Restaurant,Mexican,10.48,105,242.76,6,Cloudy,High,3.2,0,0,250.5,113.18,Mumbai,2,1,91.89,22.95
ORD0068548,32,New,Cloud Kitchen,Chinese,1.86,74,18.36,4,Sunny,Medium,3.9,0,0,76.51,-7.61,London,3,1,91.46,15.31
ORD0014052,58,New,Cloud Kitchen,Italian,1.0,93,20.48,2,Sunny,Low,2.8,1,0,45.08,-7.52,London,5,2,95.2,56.82
ORD0052402,35,Premium,Cafe,Mexican,11.42,99,134.59,11,Cloudy,Medium,2.6,0,0,130.58,129.75,London,1,1,89.88,88.12
ORD0132052,62,Returning,Fast Food,Mexican,6.22,70,42.29,12,Rainy,Medium,2.2,0,0,409.68,23.53,Sydney,9,3,8.78,64.11
ORD0127150,29,Premium,Restaurant,Italian,2.17,21,53.31,11,Cloudy,High,4.5,0,0,294.94,181.57,New York,11,4,76.16,88.92
ORD0093033,69,New,Cafe,Mexican,19.45,97,241.73,13,Stormy,Medium,3.9,0,0,11.39,122.11,Sydney,1,1,89.66,52.26
ORD0040499,44,Premium,Cloud Kitchen,Indian,13.39,65,261.6,13,Sunny,High,3.1,0,0,36.34,-10.3,Mumbai,9,3,33.12,83.04
ORD0140922,26,Returning,Fast Food,Chinese,17.1,98,20.3,6,Cloudy,High,3.8,0,0,414.16,75.53,New York,9,3,2.63,7.86
ORD0147738,38,Premium,Fast Food,Mexican,10.34,101,47.81,5,Stormy,Low,2.8,0,0,336.16,100.42,Sydney,4,2,81.19,91.95
ORD0053111,38,Returning,Restaurant,Italian,22.38,90,237.71,12,Cloudy,Medium,3.3,0,0,76.03,79.99,London,10,4,79.64,27.98
ORD0052566,62,Returning,Cafe,Italian,15.64,111,29.79,13,Cloudy,Medium,1.3,0,1,170.01,119.59,Singapore,3,1,38.25,98.56
ORD0042103,18,New,Cloud Kitchen,Chinese,4.36,16,22.51,8,Cloudy,Medium,2.3,0,0,149.54,15.58,Sydney,10,4,84.07,54.08
ORD0082112,47,New,Cafe,Italian,15.51,43,150.29,7,Sunny,Medium,2.5,0,0,119.17,56.29,Mumbai,5,2,1.46,6.14
ORD0123611,24,Returning,Cloud Kitchen,Chinese,14.45,96,126.86,13,Cloudy,High,1.6,0,0,271.59,109.66,London,3,1,50.7,73.99
ORD0050994,39,Premium,Cafe,Mexican,21.29,69,34.46,2,Rainy,Medium,3.3,0,0,73.62,73.41,Sydney,11,4,81.05,4.5
ORD0096863,28,Premium,Restaurant,Indian,23.76,83,251.44,7,Stormy,Medium,4.7,0,0,359.11,183.71,Sydney,2,1,29.81,70.06
